"out_filename","filename","filepath","n_measurements","log_interval","date_min","date_max","date_lab","temp_min","temp_max","hobo","ibutton","formatted","datetime","tz","year","stand","plot","calibration","snow_appearance_date","snow_disappearance_date","snow_cover_duration","minimum_soil_temp","flag_sensor_fail","flag_temp_high","flag_temp_low","flag_high_calib","flag_no_snow","flag_short_record","flagged"
"MW_soil_MW-7_2014-10-2015-06.csv","MW-7","/Users/meerasethi/MeadoWatch/data/Microclimate/2015 RL/MW-7.csv",3006,2,"2014-10-01 19:00:00","2015-06-09 05:00:00","2014-10-2015-06",-2.727,32.911,TRUE,FALSE,FALSE,FALSE,"PDT",2015,"soil","MW-7",0.291554086538462,"2014-10-24","2015-05-29",207,-2.727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-8_2013-09-2014-07.csv","MW-8","/Users/meerasethi/MeadoWatch/data/Microclimate/2014 RL/MW-8.csv",3589,2,"2013-09-25 13:00:00","2014-07-21 13:00:00","2013-09-2014-07",-0.437,16.141,TRUE,FALSE,FALSE,FALSE,"PDT",2014,"soil","MW-8",0.230927700348432,"2013-09-30","2014-07-20",287,-0.437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-8_2014-10-2015-06.csv","MW-8","/Users/meerasethi/MeadoWatch/data/Microclimate/2015 RL/MW-8.csv",3006,2,"2014-10-01 19:00:00","2015-06-09 05:00:00","2014-10-2015-06",-8.314,27.468,TRUE,FALSE,FALSE,FALSE,"PDT",2015,"soil","MW-8",0.133458538587849,"2014-10-23","2015-05-29",203,-8.314,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-9_2014-10-2015-06.csv","MW-9","/Users/meerasethi/MeadoWatch/data/Microclimate/2015 RL/MW-9.csv",3183,2,"2014-10-01 19:00:00","2015-06-23 23:00:00","2014-10-2015-06",-5.003,44.334,TRUE,FALSE,FALSE,FALSE,"PDT",2015,"soil","MW-9",0.255873271889401,"2014-10-16","2015-06-08",217,-5.003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-1_2016_2015-10-2016-05.csv","MW-GlacierBasin-1_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-1_2016.csv",2863,2,"2015-10-01 01:00:00","2016-05-26 13:52:55","2015-10-2016-05",-0.102,23.773,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-1",0,"2015-11-03","2016-05-12",192,-0.102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-10_2016_2015-10-2016-07.csv","MW-GlacierBasin-10_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-10_2016.csv",3341,2,"2015-10-01 01:00:00","2016-07-05 10:57:10","2015-10-2016-07",-0.437,57.319,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-10",0,"2015-11-02","2016-06-02",214,-0.437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-11_2016_2015-10-2016-07.csv","MW-GlacierBasin-11_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-11_2016.csv",3341,2,"2015-10-01 01:00:00","2016-07-05 10:54:54","2015-10-2016-07",0.121,56.679,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-11",0,"2015-10-26","2016-06-02",216,0.121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-12_2016_2015-10-2016-07.csv","MW-GlacierBasin-12_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-12_2016.csv",3342,2,"2015-10-01 01:00:00","2016-07-05 11:01:04","2015-10-2016-07",-0.887,57.97,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-12",0,"2015-10-26","2016-06-20",236,-0.887,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-13_2016_2015-10-2016-07.csv","MW-GlacierBasin-13_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-13_2016.csv",3341,2,"2015-10-01 01:00:00","2016-07-05 10:58:38","2015-10-2016-07",0.121,59.133,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-13",0,"2015-10-26","2016-05-19",202,0.121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-15_2016_2015-10-2016-07.csv","MW-GlacierBasin-15_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-15_2016.csv",3342,2,"2015-10-01 01:00:00","2016-07-05 11:03:53","2015-10-2016-07",-0.549,61.56,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-15",0,"2015-10-26","2016-06-20",235,-0.549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-2_2016_2015-10-2016-05.csv","MW-GlacierBasin-2_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-2_2016.csv",2863,2,"2015-10-01 01:00:00","2016-05-26 13:58:34","2015-10-2016-05",0.121,23.677,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-2",0,"2015-11-04","2016-04-30",175,0.121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-3_2016_2015-10-2016-05.csv","MW-GlacierBasin-3_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-3_2016.csv",2863,2,"2015-10-01 01:00:00","2016-05-26 13:52:50","2015-10-2016-05",-0.549,30.154,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-3",0,"2015-11-03","2016-05-02",175,-0.549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-4_2016_2015-10-2016-07.csv","MW-GlacierBasin-4_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-4_2016.csv",3342,2,"2015-10-01 01:00:00","2016-07-05 11:07:17","2015-10-2016-07",0.232,36.62,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-4",0,"2015-11-02","2016-05-24",205,0.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-5_2016_2015-10-2016-05.csv","MW-GlacierBasin-5_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-5_2016.csv",2863,2,"2015-10-01 01:00:00","2016-05-26 13:47:38","2015-10-2016-05",-0.213,23.966,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-5",0,"2015-11-03","2016-05-07",187,-0.213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-6_2016_2015-10-2016-05.csv","MW-GlacierBasin-6_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-6_2016.csv",2863,2,"2015-10-01 01:00:00","2016-05-26 13:44:56","2015-10-2016-05",0.232,23.773,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-6",0,"2015-11-11","2016-04-16",136,0.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-7_2016_2015-10-2016-06.csv","MW-GlacierBasin-7_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-7_2016.csv",3032,2,"2015-10-01 01:00:00","2016-06-09 15:06:18","2015-10-2016-06",0.232,34.268,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-7",0,"2015-11-02","2016-06-04",216,0.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-8_2016_2015-10-2016-08.csv","MW-GlacierBasin-8_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-8_2016.csv",4002,2,"2015-10-01 01:00:00","2016-08-29 12:17:35","2015-10-2016-08",0.01,28.357,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-8",0,"2015-11-02","2016-06-03",215,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_MW-GlacierBasin-9_2016_2015-10-2016-07.csv","MW-GlacierBasin-9_2016","/Users/meerasethi/MeadoWatch/data/Microclimate/2016 GB/MW-GlacierBasin-9_2016.csv",3342,2,"2015-10-01 01:00:00","2016-07-05 11:01:31","2015-10-2016-07",0.232,30.76,TRUE,FALSE,FALSE,FALSE,"PDT",2016,"soil","MW-GlacierBasin-9",0,"2015-10-27","2016-06-26",240,0.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-1_2016-10-2017-07.csv","RL-1","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-1.csv",3372,2,"2016-10-17 13:00:00","2017-07-25 12:21:15","2016-10-2017-07",0.232,37.824,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-1",0,"2016-10-20","2017-07-10",243,0.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-1_2017-10-2018-08.csv","RL-1","/Users/meerasethi/MeadoWatch/data/Microclimate/2018 RL/RL-1.csv",3661,2,"2017-10-12 13:00:00","2018-08-13 13:05:39","2017-10-2018-08",0.121,27.567,TRUE,FALSE,FALSE,FALSE,"PDT",2018,"soil","RL-1",0,"2017-10-12","2018-07-05",267,0.121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-10_2016-10-2017-07.csv","RL-10","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-10.csv",3372,2,"2016-10-17 13:00:00","2017-07-25 12:20:01","2016-10-2017-07",0.01,28.159,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-10",0,"2016-10-17","2017-07-16",271,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-11_2016-10-2017-07.csv","RL-11","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-11.csv",3372,2,"2016-10-17 13:00:00","2017-07-25 12:11:01","2016-10-2017-07",0.232,28.655,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-11",0,"2016-10-17","2017-07-14",268,0.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-2_2016-10-2017-06.csv","RL-2","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-2.csv",3062,2,"2016-10-17 13:00:00","2017-06-29 16:00:55","2016-10-2017-06",0.121,29.452,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-2",0,"2016-10-17","2017-06-22",230,0.121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-2_2017-10-2018-06.csv","RL-2","/Users/meerasethi/MeadoWatch/data/Microclimate/2018 RL/RL-2.csv",3118,2,"2017-10-12 13:00:00","2018-06-29 08:48:54","2017-10-2018-06",0.232,23.484,TRUE,FALSE,FALSE,FALSE,"PDT",2018,"soil","RL-2",0,"2017-10-12","2018-06-21",246,0.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-3_2016-10-2017-07.csv","RL-3","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-3.csv",3372,2,"2016-10-17 13:00:00","2017-07-25 12:22:27","2016-10-2017-07",0.121,30.356,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-3",0,"2016-10-17","2017-07-07",243,0.121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-3_2017-10-2018-08.csv","RL-3","/Users/meerasethi/MeadoWatch/data/Microclimate/2018 RL/RL-3.csv",3661,2,"2017-10-12 13:00:00","2018-08-13 13:06:33","2017-10-2018-08",0.121,27.567,TRUE,FALSE,FALSE,FALSE,"PDT",2018,"soil","RL-3",0,"2017-10-12","2018-07-04",253,0.121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-4_0_2017-10-2018-08.csv","RL-4_0","/Users/meerasethi/MeadoWatch/data/Microclimate/2018 RL/RL-4_0.csv",3661,2,"2017-10-12 13:00:00","2018-08-13 13:15:53","2017-10-2018-08",0.121,28.258,TRUE,FALSE,FALSE,FALSE,"PDT",2018,"soil","RL-4",0,"2017-10-12","2018-07-02",257,0.121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-4_2016-10-2017-07.csv","RL-4","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-4.csv",3372,2,"2016-10-17 13:00:00","2017-07-25 12:11:11","2016-10-2017-07",0.01,34.268,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-4",0,"2016-10-17","2017-07-07",249,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-5_2016-10-2017-07.csv","RL-5","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-5.csv",3442,2,"2016-10-17 13:00:00","2017-07-31 08:38:49","2016-10-2017-07",0.232,34.796,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-5",0,"2016-10-17","2017-07-18",271,0.232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-5_2017-10-2018-08.csv","RL-5","/Users/meerasethi/MeadoWatch/data/Microclimate/2018 RL/RL-5.csv",3661,2,"2017-10-12 13:00:00","2018-08-13 13:06:16","2017-10-2018-08",-0.102,30.862,TRUE,FALSE,FALSE,FALSE,"PDT",2018,"soil","RL-5",0,"2017-10-12","2018-07-11",269,-0.102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-6_2017-10-2018-07.csv","RL-6","/Users/meerasethi/MeadoWatch/data/Microclimate/2018 RL/RL-6.csv",3286,2,"2017-10-12 13:00:00","2018-07-13 07:00:00","2017-10-2018-07",-0.549,31.778,TRUE,FALSE,FALSE,FALSE,"PDT",2018,"soil","RL-6",0.223308109833972,"2017-10-12","2018-07-06",261,-0.549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-7_2016-10-2017-07.csv","RL-7","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-7.csv",3372,2,"2016-10-17 13:00:00","2017-07-25 12:21:18","2016-10-2017-07",0.01,37.604,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-7",0,"2016-10-17","2017-07-14",270,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-8_2016-10-2017-07.csv","RL-8","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-8.csv",3372,2,"2016-10-17 13:00:00","2017-07-25 12:13:02","2016-10-2017-07",0.01,35.009,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-8",0,"2016-10-17","2017-07-11",265,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MW_soil_RL-9_2016-10-2017-07.csv","RL-9","/Users/meerasethi/MeadoWatch/data/Microclimate/2017 RL/RL-9.csv",3372,2,"2016-10-17 13:00:00","2017-07-25 11:58:05","2016-10-2017-07",0.01,28.953,TRUE,FALSE,FALSE,FALSE,"PDT",2017,"soil","RL-9",0,"2016-10-17","2017-07-13",270,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
